nct_id,intervention_seq,intervention_type,intervention_name,description
NCT06616961,1,DRUG,Semaglutide Pen,"In this study, the intervention involves administering semaglutide (Fitaro) to participants for weight management. The treatment protocol includes the following steps:

Initial Dose: Participants will start with a subcutaneous injection of semaglutide at a dose of 0.25 mg once weekly for the first four weeks to allow for tolerance and adjustment.

Dose Escalation: After the initial period, the dose will be increased at four-week intervals as follows:

Week 5: Increase to 0.5 mg Week 9: Increase to 1 mg Week 13: Increase to 1.7 mg Week 17: Increase to a maximum dose of 2.4 mg, if necessary, based on individual weight loss response and tolerability."
NCT02179151,1,DRUG,ZGN-440 for Injectable Suspension,Subjects will receive ZGN-440 twice weekly subcutaneous injections for up to 28 weeks.
NCT02179151,2,DRUG,ZGN-440 Placebo for Injectable Suspension,Subjects will receive placebo twice weekly subcutaneous injections for up to 28 weeks.
NCT06604624,1,DRUG,HD1916,HD1916，0.25mg/0.5mg/1.0mg/1.7mg/2.4mg，SC，once a week
NCT06604624,2,DRUG,semaglutide,semaglutide ，0.25mg/0.5mg/1.0mg/1.7mg/2.4mg，SC，once a week
NCT03714373,1,DRUG,DCCR,Once daily oral administration of open-label DCCR tablet(s) during the OLE Period
NCT03714373,2,DRUG,DCCR,Once daily oral administration of double-blind (DCCR) tablet(s) during the RW Period
NCT03714373,3,DRUG,Placebo for DCCR,Once daily oral administration of double-blind (placebo for DCCR) tablet(s) during the RW Period
NCT07654361,1,DRUG,Aleniglipron,Drug: aleniglipron administered orally Drug
NCT07654361,2,DRUG,Placebo,Drug: placebo administered orally
NCT07353931,1,DRUG,Eloralintide,Administered SC
NCT07353931,2,DRUG,Placebo,Placebo administered SC
NCT03336086,1,COMBINATION_PRODUCT,weight loss program,A low calorie diet+ Orlistat+ Soluble Fiber+ Physical activity
NCT06388187,1,DRUG,Cagrilintide,Participants will receive once-weekly cagrilintide subcutaneously.
NCT06388187,2,DRUG,Semaglutide,Participants will receive once-weekly semaglutide subcutaneously.
NCT06388187,3,DRUG,Placebo,Participants will receive once-weekly placebo matched to cagrilintide and semaglutide subcutaneously.
NCT07192263,1,DRUG,IN-B00009,Test drug
NCT07192263,2,DRUG,Placebo,Placebo drug
NCT02223949,1,DEVICE,Cook double balloon catheter,
NCT02223949,2,DRUG,PGE1 tablet,
NCT04576975,1,DRUG,Ketamine,compare the use of ketamine versus dexmedetomidine when used as perioperative infusion in obese patients undergoing laparoscopic bariatric surgery regarding their analgesic efficacy as well as any side effects or drawbacks (PONV and effects on consciousness) that might associate with their use.
NCT04576975,2,DRUG,Dexmedetomidine,compare the use of ketamine versus dexmedetomidine when used as perioperative infusion in obese patients undergoing laparoscopic bariatric surgery regarding their analgesic efficacy as well as any side effects or drawbacks (PONV and effects on consciousness) that might associate with their use.
NCT04576975,3,DRUG,Normal Saline 0.9%,compare the use of ketamine versus dexmedetomidine when used as perioperative infusion in obese patients undergoing laparoscopic bariatric surgery regarding their analgesic efficacy as well as any side effects or drawbacks (PONV and effects on consciousness) that might associate with their use.
NCT06131437,1,DRUG,Cagrilintide,Cagrilintide will be administered subcutaneously.
NCT06131437,2,DRUG,Semaglutide,Semaglutide will be administered subcutaneously.
NCT06131437,3,DRUG,Tirzepatide,Tirzepatide will be administered subcutaneously.
NCT03872245,1,BIOLOGICAL,Probiotics,The patients will receive Adomelle 1caps/12h during 10 weeks
NCT03872245,2,PROCEDURE,PENS T6,"The patients will undergo percutaneous electrical neurostimulation of dermatome T6 weekle, during 10 weeks"
NCT04104321,1,DRUG,Aramchol free acid,Aramchol 300 mg BID
NCT04104321,2,DRUG,Placebo,Placebo BID
NCT01306214,1,DRUG,Placebo,Placebo matching BI 10773 low dose
NCT01306214,2,DRUG,Placebo,Placebo matching BI 10773 low dose
NCT01306214,3,DRUG,Placebo,Placebo matching BI 10773 high dose
NCT01306214,4,DRUG,Placebo,Placebo matching BI 10773 high dose
NCT01306214,5,DRUG,BI 10773,BI 10773 low dose once daily
NCT01306214,6,DRUG,BI 10773,BI 10773 high dose once daily
NCT06993792,1,DRUG,Orforglipron,Administered orally
NCT06993792,2,DRUG,Placebo,Administered orally
NCT06596135,1,DRUG,Setmelanotide,Open-label daily injections of setmelanotide
NCT03433040,1,DRUG,17-Hydroxyprogesterone Capronate,17-Hydroxyprogesterone Capronate 250mg versus 500mg
NCT00392678,1,DRUG,Salsalate,"Placebo and Salsalate 3.0 g/d; 3.5 g/d; 4.0 g/d orally, divided"
NCT00392678,2,DRUG,Placebo,Placebo to Salsalate
NCT02675699,1,BEHAVIORAL,Optimisation + HENRY,"HENRY HENRY is an 8-week childhood obesity prevention programme delivered in Children's Centres in the UK by trained practitioners, aiming to provide parents with skills and knowledge to support healthy lifestyles in preschool children and their families. The programme aims to build parents' skills, knowledge and confidence to change old habits and provide healthier nutrition.

OPTIMISATION A tailored 'Optimisation' intervention has being developed to support local authorities and Children's Centres to promote HENRY implementation, based on an ethnography of Children Centres, including interviews with staff and other stakeholders and input from parents. Development was underpinned by strong theories of behaviour change and will be guided by the intervention planning framework; the Behaviour Change wheel using a systematic approach. Strategies have been developed to improve parent motivation to enrol on to HENRY and promote parent self-efficacy to continue to attend."
NCT02675699,2,BEHAVIORAL,HENRY as standard,Local Authorities / Children's Centres that are assigned to the control group will continue with standard HENRY practice. Current HENRY QA practice involves the review of process data by HENRY central office with provision of written and oral feedback. This will continue in both trial arms and will be monitored.
NCT02137330,1,DEVICE,Swallowable Obalon® Gastric Balloon,
NCT01277367,1,BEHAVIORAL,Discovery Vitality base program,"The existing Discovery Vitality health promotion base program, which offers points for various levels of physical activity."
NCT01277367,2,BEHAVIORAL,Communication,"Participants will be sent regular communications by Discovery Vitality -equivalent to the level of communications in the other incentive groups - which will provide information and tips about ways of accumulating Vitality points on the existing programme (concerning fitness-related activities, in particular)."
NCT01277367,3,BEHAVIORAL,Charitable Incentive,"Members will be asked to nominate a charity, from a selection of charities, which will benefit financially (Discovery Vitality will make a direct payment to a nominated charity) based on their (member's) level of participation in points-earning physical activity. Individuals will receive one of four possible payouts, corresponding to their level of engagement, for their selected charity (amounts given below). In addition, members will be sent regular updates of activities by their nominated charities (This will be operationalised and facilitated by Vitality- and as such, no direct mailing from nominated charity will take place, to maintain confidentiality.)"
NCT01277367,4,BEHAVIORAL,Prize Draw Incentive,"Members will be entered into a prize draw for a monthly cash-prize if they achieve physical activity targets. Four lottery payouts, corresponding to their levels of engagement, will be made on a monthly basis. All members will be sent information regarding the winnings of those that are drawn (unlinked to personal identifiers, but to motivate)."
NCT01277367,5,BEHAVIORAL,Direct Payment,Members will receive a direct payment (in the form of gift voucher) of one of four possible amounts depending on the level of participation in fitness-related activities equivalent in expected value to the payouts in arms 3 and 4.
NCT01277367,6,BEHAVIORAL,Free Choice,Members will be asked to choose one of the three aforementioned incentive options on enrollment to the study.
NCT00940628,1,BEHAVIORAL,Diet and Exercise,mildly hypocaloric diet and physical exercise
NCT00940628,2,DRUG,orlistat [Xenical],120mg po tid
NCT06921486,1,DRUG,Phase IIb：Efsubaglutide Alfa 5 mg QW,IIb：Efsubaglutide Alfa 5 mg QW
NCT06921486,2,DRUG,Phase IIb：Efsubaglutide Alfa 10 mg QW,Efsubaglutide Alfa 10 mg QW
NCT06921486,3,DRUG,Phase IIb：Efsubaglutide Alfa 20 mg QW,Efsubaglutide Alfa 20 mg QW
NCT06921486,4,DRUG,Phase IIb：Efsubaglutide Alfa 20 mg Q2W,Efsubaglutide Alfa 20 mg Q2W
NCT06921486,5,DRUG,Phase IIb：Placebo,Placebo
NCT06921486,6,DRUG,Phase III：Recommended Phase 3 Dose High Dose,The Recommended Phase 3 Dose High Dose confirmed by the IDMC (Independent Data Monitoring Committee) based on the safety and efficacy data results from the 18-week Phase IIb.
NCT06921486,7,DRUG,Phase III：Recommended Phase 3 Dose Low Dose,The Recommended Phase 3 Dose Low Dose confirmed by the IDMC (Independent Data Monitoring Committee) based on the safety and efficacy data results from the 18-week Phase IIb.
NCT06921486,8,DRUG,Phase III：Placebo,Placebo
NCT00647595,1,BEHAVIORAL,Experimental group,Intervention group will exercise 3 times per week at moderate-vigorous intensity for 45 minutes per session. Control group women will continue their usual physical activity throughout pregnancy.
NCT06584916,1,DRUG,Orforglipron,Administered orally
NCT06584916,2,DRUG,Placebo,Administered orally
NCT01487993,1,DRUG,Metformin,"Oral administration, 500 mg daily at week 1. Every week metformin dosage increases with 500 mg, to a maximum dose of 1000 mg bid. This maximum dose will be administered till the end of the study."
NCT01487993,2,BEHAVIORAL,Lifestyle intervention,Lifestyle intervention: 18 months physical therapy and dietary advice
NCT06662383,1,DRUG,Retatrutide,Administered SC
NCT06662383,2,DRUG,Tirzepatide,Administered SC
NCT00306683,1,DRUG,DIAZOXIDE,
NCT00380445,1,DRUG,Vildagliptin,
NCT00128336,1,BEHAVIORAL,Lifestyle: diet and exercise intervention,
NCT00317707,1,DRUG,N-3 Polyunsaturated Fatty Acids,Each subject assigned to active treatment group will receive 1g/day capsule of n-3 PUFA
NCT00317707,2,DRUG,Placebo: Olive oil,Each subject assigned to the control group will receive 1 g/day capsule of olive oil.
NCT04578652,1,DRUG,Metformin 850 mg oral tablet bid,"MET dose: 500 mg daily, increasing to 500 bid if tolerated after 2 weeks, then increasing again 2 weeks later to 850 mg bid (1700 mg daily)."
NCT04578652,2,DIETARY_SUPPLEMENT,Supplemental fiber mixture (35 g total) composed of 6g of Oligofructose + 12g of resistant maltodextrin + 12g of acacia gum + 5g of PGX.,"The first week of treatment will use 1/3 the daily treatment dose; then 2/3 dose for the second and third weeks; then the full dose thereafter, to allow time for adaptation."
NCT05316493,1,BEHAVIORAL,Intensive Lifestyle Intervention (ILI),"dietary guidance, exercise guidance, lifestyle intervention"
NCT05316493,2,DRUG,Megestrol Acetate 160 MG Oral Tablet,enrolled participants will take Megestrol Acetate 160mg daily
NCT05316493,3,DRUG,"Levonorgestrel-Releasing Intrauterine Contraceptive System (Mirena), 52 Mg",enrolled patients will be treated with LNG-IUS.
NCT06390904,1,DRUG,GnRH antagonist,"Gonadotropin-releasing hormone analogue, intramuscular injection of 3.75mg will be given every 4 weeks, and the maximum treatment courses will be 6. If the patient get CR within 6 courses, another 2 courses will be used as consolidation therapy."
NCT06390904,2,DRUG,Letrozole 2.5mg,2.5mg po qd.
NCT01044147,1,BEHAVIORAL,VLM-S,Online program for weight loss - standard
NCT01044147,2,BEHAVIORAL,VLM-M,Online program for weight loss - modulated
NCT01044147,3,BEHAVIORAL,OGR,Online program for weight loss - resources
NCT05931367,1,DRUG,Retatrutide,Administered SC
NCT05931367,2,DRUG,Placebo,Administered SC
NCT02273804,1,DRUG,Topiramate,"Topiramate for 9 months treatment, and then 27 months of follow-up Dose regimen will be determined according to theoretical weight (taken orally), escalated every 15 days. Patients who do not tolerate dose escalation will be reduced to the highest tolerated dose."
NCT02273804,2,DRUG,Placebo,Placebo will be taken orally following to the same dose regimen according to theoretical weight
NCT03211455,1,DRUG,Lidocaine,intravenous lidocaine versus placebo
NCT03211455,2,DRUG,isotonic saline,intravenous isotonic saline
NCT00430742,1,DRUG,Taranabant,"Taranabant 0.5 mg, 1 mg capsule, 2 mg capsule once daily Treatment for 52 weeks."
NCT00430742,2,DRUG,Comparator: Placebo,Placebo capsule once daily. Treatment for 52 weeks.
NCT01451554,1,BEHAVIORAL,portion control plate,Individuals are provided with a portion control plate to use while eating and dietary counseling by dietician
NCT01451554,2,BEHAVIORAL,Usual Care,self-help booklets
NCT00134199,1,DRUG,"CP-945,598",
NCT00134199,2,DRUG,sibutramine,
NCT00231634,1,DRUG,topiramate,
NCT07232719,1,DRUG,Retatrutide,Administered SC
NCT07232719,2,DRUG,Placebo,Administered SC
NCT05780008,1,BEHAVIORAL,Eat My ABCs,"The ""Eat My ABCs"" curriculum incorporates senses into learning (hear, see, smell, taste) and includes two sessions/week: 1) healthy eating learning; and 2) mindful food taste-testing activities to expose children to the one fruit, one vegetable, and relevant food items made from the one fruit and one vegetable to teach children the creative ways to make fruit/vegetable healthy and tasty.

Child Letter to Parents. Every week, each child will create one letter, using stickers, regarding the one fruit and one vegetable presented in the program that he/she tasted or wanted to try at home.

Program Cookbook. The investigators have developed a targeted program cookbook for low-income families. The program cookbook contains all budget-friendly recipes for healthy breakfasts, family meals, quick-fixes, kid-friendly snacks, and occasional sweets. In addition, the cookbook contains creative ways of making fruit/vegetable healthy, tasty, and kid-friendly at home."
NCT06066515,1,COMBINATION_PRODUCT,survodutide,once weekly subcutaneous injection
NCT06066515,2,COMBINATION_PRODUCT,Placebo,once weekly subcutaneous injection
NCT06909006,1,DRUG,Semaglutide 2.4mg,The active comparator of the intervention is s.c. Semaglutide injection once a week in increasing doses every month from 0.25 mg to 0.5 mg to 1.0 mg to 1.7 mg to 2.4 mg and the placebo comparator is s.c. injection with a visually identical and same label pen as described for the active comparator
NCT06909006,2,DRUG,Semaglutide placebo,Visually identical and same label as the active comparator intervention
NCT05514535,1,DRUG,Semaglutide,"Participants will receive once-weekly semaglutide s.c. for 40 weeks. Semaglutide 0.25 mg will be given at week 0 and then the dose will be escalated at weeks 4, 8 and 12 to 0.5 mg, 1 mg, 2 mg respectively."
NCT05514535,2,DRUG,Insuline glargine U100 (reduced),Participants will receive insulin glargine U100 s.c. once-daily. Insulin glargine dose will be reduced by 10 U at initiation of semaglutide and then again at each semaglutide dose escalation up to 40 weeks. The dose will be adjusted based on the mean of three pre-breakfast SMPG values (target SMPG: 4.4-7.2 mmol/L).
NCT05514535,3,DRUG,Insuline glargine U100 (titrated),Participants will receive titrated insulin glargine U100 s.c. once-daily up to 40 weeks. The dose will be adjusted based on the mean of three pre-breakfast SMPG values (target SMPG: 4.4-7.2 mmol/L).
NCT06905626,1,DRUG,Qsymia 7.5 miligrams (mg)-46 mg Extended Release Capsule,Qsymia
NCT06905626,2,DRUG,Placebo,Placebo
NCT01535014,1,DRUG,Dietressa,Comparison of different dosages (frequency) of drug
NCT01535014,2,DRUG,Placebo,"Placebo either (2 tablets 3 times daily) or

(1 tablet 6 times daily)"
NCT01234649,1,DRUG,Metformin XR plus placebo,"Metformin plus Placebo Metformin 500 mg qd 2 weeks 500 mg bid 2 weeks 500 mg am, 1000 mg pm- 2 weeks 1000 mg bid -98 weeks (end study) Placebo-start 1 injection SC QD step up to a max dose as tolerated"
NCT01234649,2,DRUG,Metformin XR plus liraglutide,"Metformin XR-500 qd for 2 weeks, 500 mg bid 2 weeks; 500 mg am, 1000 mg pm- 2 weeks - 1000 bid final dose Liraglutide- start 0.6 mg SC QD step up to 1.2 mg to a max dose of 1.8 mg SC QD as tolerated during the 4-wk non-forced dose-escalation period ( maximum allowed dose of 1.8 mg SC QD)"
NCT02750826,1,OTHER,Health Education Program,
NCT02750826,2,OTHER,Weight Loss Intervention,
NCT03811574,1,DRUG,Semaglutide,"Semaglutide injections will be administered once-weekly by a pre-filled pen-injector at the same day of the week (to the extent possible). Injections may be administered in the thigh, abdomen or upper arm, at any time of day irrespective of meals."
NCT03811574,2,DRUG,Placebo (semaglutide),"Placebo (semaglutide) injections will be administered once-weekly by a pre-filled pen-injector at the same day of the week (to the extent possible). Injections may be administered in the thigh, abdomen or upper arm, at any time of day irrespective of meals."
NCT00447291,1,DRUG,Supplement: Omega-3 Fish Oil,
NCT00447291,2,BEHAVIORAL,Multi-Disciplinary Nutrition & Exercise program,
NCT02098317,1,DRUG,DHA plus Vitamin D,DHA 500 mg plus Vitamin D 800 IU
NCT02098317,2,DRUG,Placebo,Placebo pearls mimicking pearls with DHA and Vitamin D
NCT00239967,1,DRUG,Rimonabant (SR141716),
NCT00239967,2,DRUG,Placebo,
NCT05646199,1,DRUG,Metformin,Participants will receive metformin
NCT05646199,2,DRUG,Semaglutide Injectable Product,Participants in this group will receive injectable Semaglutide
NCT05816798,1,DEVICE,Photobiomodulation,"PBM is a therapeutic technique that uses light at different wavelengths (red or infrared), in a non-invasive way in which non-ionizing irradiation is used to produce a series of photophysical and photochemical effects when applied to biological tissues (humans and animals). Regarding the clinical results, numerous articles have already demonstrated the effect of PBM in improving pain and disability in patients with knee joint pain."
NCT05816798,2,OTHER,Standard Physiotherapy Tretament,"standard treatment (physiotherapy-standard exercises: Cardiopulmonary physiotherapy and Physiotherapy with global muscle strengthening exercises). This program will be maintained for all study patients, for both groups, throughout the data collection period and includes activities 2X per week.)"
NCT05816798,3,DEVICE,Photobiomodulation Placebo,The same interventions described of Photobiomodulation Group bu device will be turned off
NCT05638893,1,DRUG,Placebo Tablet,Placebo (tablet/12hr) + celecoxib (200mg/day) for three months.
NCT05638893,2,DRUG,Metformin Hcl 500Mg Tab,Metformin (500mg/12hr) + celecoxib (200mg/day) for three months.
NCT00236665,1,DRUG,topiramate,
NCT00147264,1,DRUG,Telmisartan (Micardis®) vs. Placebo,
NCT00147264,2,BEHAVIORAL,Low-Glycemic Index Diet vs. Control Diet,
NCT01264393,1,BEHAVIORAL,Shape Up Rhode Island + Online Resources,"Participants will receive Shape Up Rhode Island, which is a 12-week statewide physical activity and weight loss campaign in addition to online weight loss resources"
NCT01264393,2,BEHAVIORAL,Shape Up Rhode Island + Online Weight Loss Program,"Participants will receive Shape Up Rhode Island, a 12-week statewide physical activity and weight loss campaign in addition to an online weight loss program"
NCT01264393,3,BEHAVIORAL,Shape Up Rhode Island + Online Weight Loss Program + Group sessions,"Participants will receive Shape Up Rhode Island, a 12-week statewide physical activity and weight loss campaign in addition to an online weight loss program and the option of attending group sessions"
NCT07481747,1,DRUG,Tirzepatide,(once-weekly SC injection; doses 5/10/15 mg)
NCT07481747,2,DRUG,Placebo,(once-weekly SC injection)
NCT07481747,3,BEHAVIORAL,Reduced-calorie diet,increased physical activity counseling
NCT01763528,1,OTHER,nutrition intervention,high protein diet
NCT01320722,1,DRUG,Vitamin D ergocalciferol,"50,000 unit soft gel capsule once per week for 8 weeks"
NCT01320722,2,DRUG,Probenecid,"500 mg tablet once per day for 4 weeks, then either 500 mg tablet once per day for 4 weeks or 1000 mg once per day for 4 weeks (8 weeks total)"
NCT01320722,3,DRUG,Allopurinol,300 mg tablet once per day for 4 weeks then either 300 mg once per day or 600 mg once per day for 4 weeks (8 weeks total)
NCT01320722,4,DRUG,Placebo,Placebo soft gel once per week for 8 weeks
NCT01320722,5,DRUG,Placebo,Placebo tablet once per day for 4 weeks then twice per day for 4 weeks (eight weeks total)
NCT01030354,1,DIETARY_SUPPLEMENT,Herbalife Meal Replacements,Higher protein meal replacement diet based on 1 gram of protein per pound of lean body mass will improve weight loss in comparison to a standard protein meal replacement diet based on ½ gram of protein per pound of lean body mass
NCT01030354,2,DIETARY_SUPPLEMENT,Herbalife Meal Replacements,Higher protein meal replacement diet based on 1 gram of protein per pound of lean body mass will improve weight loss in comparison to a standard protein meal replacement diet based on ½ gram of protein per pound of lean body mass.
NCT02143349,1,DIETARY_SUPPLEMENT,Coleus forskohlii extract,Ingestion of 250 mg Coleus forskohlii extract capsule twice a day for 12 weeks
NCT02143349,2,OTHER,Placebo,Ingestion of 250 mg placebo capsule twice a day for 12 weeks
NCT05653258,1,OTHER,Lifestyle Intervention,"1. Exercise: Subjects will undergo a combined aerobic and resistance exercise intervention. The investigators propose a multi-modal training program because they improve metabolic outcomes and adding resistance training reduces the risk of muscle loss during weight loss. Subjects will exercise in the gym for three sessions per week for 10 weeks under supervision of an exercise physiologist. On each session, aerobic exercise will be followed by resistance exercise.
2. Diet: The aim of the dietary intervention is to reduce caloric intake sufficient to result in 8-10% weight loss, while incorporating behavioral and dietary strategies to maximize adherence and to minimize risk of muscle and bone loss. Subjects will attend small-group sessions led by a dietitian for changing their dietary composition to follow American Heart Association (AHA)/American College of Cardiology (ACC) guidelines."
NCT05653258,2,DRUG,Dasatinib 100 MG,"100 mg of dasatinib (D) daily for 3 consecutive days plus quercetin (Q) for the same 3 consecutive days, followed by a 25-day (+/- 2 day) no-drug period to complete a single round. This will be repeated twice more until completing 3 rounds total in approximately 10 consecutive weeks."
NCT05653258,3,DRUG,Quercetin 1000mg,"Quercetin (Q) (4) 250 mg capsules daily (total 1000 mg daily) plus dasatinib (D) same 3 consecutive days, followed by a 25-day (+/- 2 day) no-drug period to complete a single round. This will be repeated twice more until completing 3 rounds total in approximately 10 consecutive weeks."
NCT05653258,4,DRUG,Placebo,"Subjects will receive a placebo (methylcellulose) to provide a similar mass, number of tablets/ capsules, and frequency as the senolytic arm."
NCT05653258,5,PROCEDURE,Abdominal adipose tissue biopsy,All participants will undergo baseline biopsies of subcutaneous abdominal adipose tissue for cellular/molecular profiling via snRNA-seq
NCT03758638,1,BEHAVIORAL,Healthy Eating & Active Living Taught at Home,"PAT National Center will train educators affiliated with PAT sites in HEALTH; among these, using the HEALTH training curriculum, which includes training materials, an \~8 hour training delivered through a synchronous web-based experience, and ongoing consultation. Participants at HEALTH sites receive usual care PAT+evidence-based life-style change strategies to prevent weight gain and promote weight loss embedded within and delivered as part of home visits. In addition to the usual care PAT curriculum content, goal setting related to healthy weight, and the importance of parental modeling of healthy eating and physical activity are incorporated throughout the discussion and visit. HEALTH will be delivered over 24 months via a (1) core and (2) maintenance phase. The visits begin with greater frequency, and taper. Consistent with PAT practice, the frequency and number of visits are determined by the family's needs and preferences."
NCT03758638,2,BEHAVIORAL,Usual Care,"The Foundational (usual care) curriculum uses a strength-based, solution-focused model to provide parents with child development knowledge and parenting support, empowering parents as their child's first and most influential teacher."
NCT06994650,1,DRUG,HRS9531,HRS9531 will be administered by Subcutaneous injection
NCT06994650,2,DRUG,Placebo,Matching Placebo will be administered by Subcutaneous injection
NCT05032326,1,DRUG,Follow-up study of the treated cohort,follow-up study of the patients in the treated cohort: that have been included in the otbb3 study
NCT05032326,2,OTHER,Follow-up study of the untreated cohort,follow-up study of the patients in the untreated cohort: that have NOT been included in the otbb3 study
NCT02077517,1,PROCEDURE,Roux en Y Gastric Bypass,
NCT02478580,1,DRUG,Nuvigil,Patients will receive Nuvigil before the surgery
NCT02478580,2,DRUG,Placebo,Placebo will be given before surgery
NCT01344161,1,DIETARY_SUPPLEMENT,Placebo,dosage form:lactose dosage: 25 micrograms frequency: every day duration: 12weeks
NCT01344161,2,DIETARY_SUPPLEMENT,vitamin D,dosage form:cholecalciferol dosage: 25 micrograms (1000 International Unit) frequency: every day duration: 12weeks
NCT00394212,1,DEVICE,Transoral Suturing,suturing of anastomosis
NCT00394212,2,OTHER,Sham Endoscopy,suturing not performed
NCT02840916,1,PROCEDURE,laser acupuncture,"Subjects were treated at acupoints including the Stomach and Hunger points of the ear, ST25, ST28, ST40, SP15, CV9, and SP6 by using laser acupuncture (GaAlAs laser, maximal power, 150 milliwatt; wavelength, 810 nm; area of probe, 0.03 cm2; power density, 5 W/cm2; pulsed wave; 5.625 J/ cm2) over 5 sessions per week, 12 treatment sessions in total."
NCT02840916,2,PROCEDURE,sham laser acupuncture,"Subjects underwent sham laser acupuncture treatment without any laser output. The acupuncture points, application duration, and total number of treatments were similar to those in verum laser acupuncture group."
NCT04605081,1,DRUG,Naltrexone and Bupropion (NB) medication,NB medication will be taken daily in pill form.
NCT04605081,2,OTHER,Placebo,Placebo will be inactive and taken daily in pill form.
NCT07104500,1,DRUG,VK2735,VK2735 is a peptide GLP-1 and GIP dual agonist administered Once Weekly
NCT02042664,1,DRUG,BYETTA treatment,
NCT02042664,2,DRUG,Metformine,
NCT01568437,1,PROCEDURE,TAP-Block,"Block needle will be inserted out-of-plane to the ultrasound beam, perpendicular to the skin surface, until the tip lies deep between the fascia of the transversus abdominis muscle and the internal oblique muscle. 30 ml of the study solution in each side will be injected at this location and should be observed to spread in an anterior-posterior direction between two muscles. Each patient will receive a total dose of 60 ml of 0.25% bupivacaine (150 mg) + 1:200,000 epinephrine."
NCT01568437,2,OTHER,Conventional Managment,For these group.no TAP block administration. just conventional management for post operative pain.
NCT05384431,1,DIETARY_SUPPLEMENT,Muscle5 and TRIM7,Intake of MUSCLE 5 and TRIM 7 supplements on a daily basis for 12 weeks
NCT05384431,2,OTHER,Mixed exercise,Mixed exercise (aerobic and resistance) three days per week for 12 weeks
NCT06633783,1,DRUG,Semaglutide,"The dose escalation phase, starting with 0.25mg once weekly and increasing every 4 weeks (0.5mg, 1.0mg, 1.7mg), is expected to last 16 weeks; In the dose maintenance phase, the target dose of 2.4mg was maintained for 28 weeks.Treatment duration 44 weeks."
NCT06633783,2,DRUG,Semaglutide,"The dose escalation phase, starting with 0.25mg once weekly and increasing every 4 weeks (0.5mg, 1.0mg, 1.7mg), is expected to last 16 weeks; In the dose maintenance phase, the target dose of 2.4mg was maintained for 28 weeks.Treatment duration 44 weeks."
NCT03554031,1,DRUG,Recombinant Human Growth Hormone (rhGH) Injection,"Drug: Recombinant Human Growth Hormone Injection /Jintropin AQ, 30IU/10 mg/3ml/kit, 0.5 mg/m2/d for the first 4 weeks, then 1.0 mg/m2/d for subsequent 48 weeks; by subcutaneous injection, once per day for total 52 weeks."
NCT03746522,1,DRUG,Setmelanotide,SC injection of setmelanotide
NCT03746522,2,DRUG,Placebo,SC injection of placebo
NCT00779207,1,BEHAVIORAL,weight loss and exercise,10% weight loss through diet and exercise plus multicomponent exercise training three times a week
NCT00779207,2,BEHAVIORAL,weight loss,10 percent weight loss through diet and behavioral modification
NCT05172999,1,DEVICE,levonorgestrel-releasing intrauterine system,"Enrolled patients will be inserted this device for treating AEH to preserve fertility for 3-6 months or longer till complete response or operation if treatment fails, and the device may be removed if treatment changes."
NCT05172999,2,DRUG,Polyethylene Glycol Loxenatide,"Initiate injection of Loxenatide will be 0.1mg per week, if the patient can tolerate, the dose will be increased to 0.2mg per week, or else 0.1mg per week will be injected and the injection will last for no more than 28 weeks. If the patient cannot tolerate the least 0.1mg/week, she must be excluded from this trial."
NCT02216552,1,DIETARY_SUPPLEMENT,Resveratrol,All adolescents will receive standardized lifestyle counselling at enrolment designed and disseminated by a registered dietitian as well as a licensed physiotherapist who both have experience working with overweight adolescents. The lifestyle component will be goal-based and tailored to each participant. The overall content and messaging will be consistent for all participants with nutritional recommendations based on Canada Food Guide and physical activity counselling aligning with the Healthy Active Living Recommendations of the Canadian Pediatric Society and Health Canada's Physical Activity Guidelines.
NCT02216552,2,DIETARY_SUPPLEMENT,Placebo,All adolescents will receive standardized lifestyle counselling at enrolment designed and disseminated by a registered dietitian as well as a licensed physiotherapist who both have experience working with overweight adolescents. The lifestyle component will be goal-based and tailored to each participant. The overall content and messaging will be consistent for all participants with nutritional recommendations based on Canada Food Guide and physical activity counselling aligning with the Healthy Active Living Recommendations of the Canadian Pediatric Society and Health Canada's Physical Activity Guidelines.
NCT00197132,1,DRUG,Avandia,
NCT00302263,1,DRUG,Metobes-compound,
NCT02681887,1,DRUG,Melatonin,"Circadin, controlled release melatonin tablet 2mg by mouth each day before bedtime for 12 weeks"
NCT02681887,2,DRUG,Placebo,placebo tablet identical to circadian
NCT00412698,1,DRUG,rimonabant,"Administration of one tablet containing 20 mg of active rimonabantonce daily in the morning.

White film-coated tablets, for oral administration containing 20 mg of active rimonabant"
NCT00412698,2,DRUG,Placebo,Administration of one rimonabant placebo tablet once daily in the morning. Undistinguishable placebo tablets.
NCT06066528,1,COMBINATION_PRODUCT,Survodutide,"once weekly subcutaneous injection, pre-filled syringe"
NCT06066528,2,COMBINATION_PRODUCT,Placebo,"once weekly subcutaneous injection, pre-filled syringe"
NCT05516953,1,DRUG,Baclofen Tablets,10 mg oral baclofen 1 h before anesthesia
NCT01560130,1,BEHAVIORAL,Shape Up Rhode Island + Online weight loss program,Participants assigned to this arm will receive the standard Shape Up Rhode Island statewide intervention and an Internet-based behavioral weight loss program.
